,zipcodes,income,food,essentials,IEE
5017,22031,9037,4142,2007,2887
5018,94016,6987,3889,3030,67
5019,94016,3804,1182,18,2603
5020,44101,2934,1812,322,798
5021,10024,12293,6373,3189,2730
5022,44101,6876,5382,4,1489
5023,22031,1990,198,510,1281
5024,60007,9665,3489,1973,4202
5025,60007,7489,353,5695,1440
5026,60007,11012,5954,4610,446
5027,60007,7136,2030,3796,1308
5028,44101,7841,1740,3019,3080
5029,60007,11485,2388,2383,6712
5030,44101,5314,1308,1485,2520
5031,94016,10635,3107,4967,2560
5032,44101,4782,1878,1015,1887
5033,22031,8513,263,5072,3176
5034,22031,4899,2005,1230,1663
5035,22031,12343,2058,4977,5306
5036,44101,2622,539,2004,78
5037,10024,9901,2540,3303,4057
5038,22031,6050,1514,2269,2265
5039,94016,1606,596,250,759
5040,44101,7328,3550,2828,949
5041,60007,7317,2843,1877,2596
5042,44101,10191,2381,5041,2767
5043,10024,6327,1205,1788,3332
5044,22031,4512,143,2177,2191
5045,10024,1068,497,409,161
5046,22031,4893,1632,1626,1633
5047,94016,3698,1726,756,1215
5048,44101,1136,296,658,181
5049,44101,2063,1143,244,674
5050,10024,3285,1885,1218,180
5051,94016,12405,7562,1722,3120
5052,22031,6967,2420,4163,382
5053,94016,4130,2301,1144,683
5054,10024,10548,113,7189,3245
5055,22031,8558,2404,102,6050
5056,10024,12154,216,6838,5099
5057,22031,7830,2757,1869,3203
5058,44101,2769,1003,827,938
5059,94016,9411,2238,2632,4540
5060,60007,9579,4493,362,4722
5061,94016,5297,2963,1317,1016
5062,10024,6630,170,2833,3626
5063,44101,12025,5325,6302,397
5064,94016,1675,451,516,707
5065,10024,4838,218,1280,3338
5066,94016,3951,1318,1473,1159
5067,44101,10051,502,4796,4752
5068,60007,11142,464,6919,3758
5069,60007,9866,3202,2903,3760
5070,22031,4684,3089,1504,89
5071,94016,4977,1949,1410,1616
5072,44101,2341,640,597,1103
5073,44101,2083,599,708,775
5074,22031,2405,597,801,1006
5075,94016,3713,2256,1216,240
5076,22031,3877,934,1482,1460
5077,94016,11711,3712,3158,4839
5078,44101,4595,503,3284,806
5079,22031,12263,5013,2393,4856
5080,60007,2959,620,532,1805
5081,22031,7749,2172,4505,1070
5082,10024,11166,386,5499,5280
5083,94016,4195,2318,1734,141
5084,94016,10239,3832,3524,2882
5085,10024,1479,135,570,773
5086,60007,8786,4266,4059,459
5087,60007,7598,1939,2669,2989
5088,60007,11720,6403,2206,3109
5089,22031,6011,2124,2018,1867
5090,44101,3273,994,752,1525
5091,22031,4979,1846,1045,2087
5092,22031,4903,2161,1067,1674
5093,22031,8120,2049,461,5609
5094,44101,3827,362,712,2752
5095,22031,1037,455,481,99
5096,60007,4922,304,2080,2536
5097,44101,11202,4659,1729,4813
5098,60007,7526,2907,1560,3057
5099,60007,5958,3069,440,2447
5100,60007,12198,4788,3672,3736
5101,94016,8009,3731,2680,1596
5102,94016,6552,981,4742,827
5103,60007,8575,2723,2904,2946
5104,94016,11207,521,6897,3788
5105,94016,2450,1195,1182,72
5106,22031,7923,227,4760,2934
5107,94016,4423,1618,633,2170
5108,10024,10864,2391,6647,1824
5109,60007,11231,257,1535,9437
5110,60007,1427,676,743,7
5111,94016,10386,4163,2682,3540
5112,60007,9055,2106,3318,3630
5113,10024,6807,1779,3608,1418
5114,22031,4675,1075,1610,1989
5115,60007,5680,1048,2372,2259
5116,94016,4455,918,2602,934
5117,22031,8802,3546,3132,2123
5118,94016,7464,2237,840,4385
5119,10024,8032,2923,2619,2488
5120,44101,11636,10958,557,119
5121,60007,4728,834,1797,2096
5122,10024,9029,1081,3908,4039
5123,22031,1258,377,153,727
5124,22031,3042,860,491,1690
5125,44101,5046,2358,1861,825
5126,44101,11480,4255,4153,3071
5127,94016,10419,7332,170,2915
5128,60007,6027,2904,566,2556
5129,94016,4961,2085,2797,77
5130,44101,10930,2877,5995,2057
5131,22031,3417,1066,1656,693
5132,22031,2498,483,590,1423
5133,60007,4490,2106,2054,329
5134,22031,5378,1408,868,3100
5135,22031,9000,2204,3671,3123
5136,22031,1038,341,273,423
5137,60007,4892,648,2078,2165
5138,44101,12489,5816,1452,5219
5139,10024,8340,3040,1834,3464
5140,60007,10184,2860,5151,2172
5141,10024,3707,1633,551,1521
5142,44101,7326,2327,2027,2971
5143,22031,2076,305,735,1034
5144,44101,9518,4117,4294,1105
5145,60007,1504,816,24,663
5146,94016,12189,2200,5169,4819
5147,22031,8455,3906,2639,1908
5148,44101,8556,2143,3842,2569
5149,44101,6182,1201,3257,1723
5150,44101,4309,1812,1493,1003
5151,22031,6839,1766,2774,2298
5152,10024,11956,575,5764,5615
5153,60007,10888,3614,3280,3992
5154,60007,11741,2339,2110,7290
5155,94016,10138,2561,2473,5103
5156,94016,8521,110,2059,6351
5157,44101,4699,1671,949,2078
5158,94016,11624,3002,3881,4740
5159,22031,3835,2157,1395,281
5160,94016,9865,428,3421,6014
5161,60007,7712,1271,1239,5201
5162,22031,12321,5327,5074,1919
5163,44101,1968,1341,19,606
5164,60007,2847,1617,140,1088
5165,10024,1691,235,994,460
5166,22031,8918,3952,443,4522
5167,60007,9722,1168,3570,4982
5168,94016,1784,410,847,525
5169,60007,7938,2220,1273,4444
5170,44101,6350,2238,1822,2288
5171,44101,7351,1742,2408,3200
5172,44101,3562,579,2264,718
5173,10024,8117,4321,3544,250
5174,60007,1661,141,1226,292
5175,22031,3640,214,2018,1407
5176,22031,2143,107,1333,702
5177,10024,9076,3470,3595,2010
5178,94016,7963,1448,5369,1144
5179,44101,2470,50,708,1711
5180,10024,2158,505,214,1437
5181,60007,3213,1282,998,932
5182,60007,4782,1362,1651,1768
5183,94016,1289,47,680,560
5184,44101,2368,232,1570,564
5185,44101,4851,1743,1480,1626
5186,94016,12321,2893,6667,2760
5187,60007,3676,1857,399,1418
5188,44101,2932,1179,1187,564
5189,94016,6049,1566,1595,2886
5190,22031,10887,4383,4123,2380
5191,22031,4834,2130,1367,1335
5192,60007,1818,514,752,550
5193,94016,2189,573,1250,364
5194,22031,1686,815,81,788
5195,44101,2705,740,1255,708
5196,60007,10970,4396,4351,2222
5197,10024,5878,2295,2188,1393
5198,94016,8340,253,3759,4327
5199,22031,3471,1289,982,1198
5200,44101,9137,2068,5838,1230
5201,22031,8459,3838,3131,1489
5202,60007,2670,1158,680,830
5203,10024,5013,1104,2631,1276
5204,44101,8061,5741,1178,1141
5205,94016,1960,825,713,420
5206,22031,6627,672,3167,2786
5207,94016,1123,480,269,373
5208,22031,7695,2733,2452,2509
5209,10024,10389,3070,5259,2059
5210,94016,6551,1716,1763,3071
5211,94016,6396,2575,2107,1713
5212,22031,4620,2300,1712,606
5213,10024,1186,29,614,541
5214,44101,10036,3338,4398,2299
5215,10024,12044,1178,6355,4510
5216,22031,6541,93,4870,1576
5217,22031,11403,2248,7390,1763
5218,60007,5971,3787,2038,145
5219,94016,6055,3381,2133,539
5220,10024,5949,2797,218,2932
5221,94016,1497,292,295,908
5222,94016,6066,1042,3186,1837
5223,22031,8978,3352,4134,1491
5224,22031,5451,2695,334,2420
5225,22031,1494,874,73,545
5226,22031,1610,257,1331,21
5227,44101,8502,282,3985,4234
5228,94016,7592,2047,508,5035
5229,44101,6985,2853,148,3982
5230,10024,10985,1268,7000,2715
5231,22031,1821,421,509,889
5232,94016,1489,791,329,368
5233,22031,12432,8593,1901,1936
5234,22031,7128,11,3409,3706
5235,44101,11583,2555,4526,4500
5236,94016,1901,777,43,1079
5237,22031,9392,3392,2378,3620
5238,94016,10400,134,9910,355
5239,44101,9669,6803,225,2640
5240,10024,4831,1344,1593,1893
5241,44101,1719,1065,569,84
5242,60007,9262,1725,4602,2933
5243,22031,9829,4408,2507,2912
5244,60007,10454,3227,2145,5081
5245,44101,5796,4677,577,540
5246,10024,3684,1503,1588,591
5247,44101,9923,834,4021,5067
5248,44101,7826,2008,256,5560
5249,60007,7114,2626,2661,1826
5250,10024,6709,3016,1354,2338
5251,60007,2232,1083,79,1068
5252,60007,5587,210,846,4529
5253,22031,9081,4728,831,3520
5254,60007,4027,1430,1627,969
5255,94016,6867,127,5995,743
5256,44101,10607,5246,4322,1037
5257,94016,2926,1797,634,494
5258,22031,3117,763,902,1450
5259,22031,2365,209,840,1314
5260,44101,11126,4199,1292,5633
5261,44101,8636,3652,3808,1175
5262,10024,2838,932,965,939
5263,94016,10989,3714,2240,5033
5264,94016,3722,674,1448,1598
5265,22031,1943,111,521,1310
5266,94016,4993,1554,3045,393
5267,60007,3659,1004,1893,761
5268,44101,5726,1220,3624,880
5269,10024,10636,4600,4598,1436
5270,10024,5420,2351,1208,1860
5271,10024,4535,1573,1919,1041
5272,10024,7573,3753,1201,2617
5273,60007,6675,2458,3012,1204
5274,94016,8035,4971,2892,170
5275,94016,5955,892,3326,1736
5276,10024,3169,1868,630,669
5277,94016,11318,1633,5206,4477
5278,10024,10875,579,2559,7736
5279,22031,4565,1857,2355,351
5280,10024,2283,349,1329,603
5281,60007,6036,1714,2241,2079
5282,22031,8294,2481,5192,620
5283,22031,1846,432,669,744
5284,60007,9796,4437,525,4833
5285,44101,5246,1732,810,2702
5286,10024,4391,2309,678,1402
5287,60007,7637,2873,1751,3012
5288,22031,10054,4255,636,5162
5289,60007,1603,489,70,1043
5290,44101,2115,1858,122,134
5291,22031,12010,3476,5766,2766
5292,44101,9606,1670,314,7620
5293,22031,7929,2215,2074,3638
5294,22031,5740,456,3076,2206
5295,10024,11215,2511,4171,4531
5296,10024,9456,2012,3987,3455
5297,10024,10834,2725,1766,6342
5298,60007,5059,180,2130,2747
5299,44101,5832,1064,1229,3537
5300,10024,5297,1629,974,2692
5301,10024,3239,716,1245,1276
5302,22031,2153,452,926,773
5303,22031,1608,375,771,461
5304,60007,9704,473,5894,3336
5305,10024,11624,4583,5395,1645
5306,94016,7681,2151,2907,2622
5307,94016,7902,1825,3287,2789
5308,94016,2086,375,1239,470
5309,94016,9359,1915,3189,4253
5310,60007,5444,841,255,4347
5311,60007,12108,8190,471,3445
5312,94016,12413,3556,3640,5216
5313,10024,1304,551,395,357
5314,10024,11963,940,1935,9087
5315,10024,9503,4441,3315,1745
5316,44101,10479,3232,4270,2975
5317,44101,2201,276,825,1098
5318,22031,3232,503,457,2271
5319,94016,5413,2884,303,2224
5320,10024,6013,766,3743,1502
5321,60007,3207,775,906,1524
5322,22031,12190,6051,1983,4155
5323,10024,9896,5522,1950,2422
5324,22031,1528,852,248,427
5325,10024,10975,7153,710,3110
5326,60007,11918,3293,6140,2483
5327,94016,4855,201,2559,2093
5328,22031,4201,2073,1556,571
5329,94016,1142,186,253,701
5330,44101,2833,1001,925,905
5331,22031,10683,2228,3908,4546
5332,44101,9844,3540,3348,2954
5333,44101,2593,1516,67,1009
5334,44101,7394,4887,858,1647
5335,94016,7295,5418,1060,816
5336,60007,2774,962,504,1307
5337,44101,3482,2619,404,457
5338,60007,11982,2221,5052,4708
5339,94016,9826,1882,3803,4140
5340,94016,11314,4291,1604,5417
5341,60007,5144,2751,2192,199
5342,44101,5199,2858,192,2148
5343,60007,10396,1573,4929,3892
5344,60007,2618,1117,827,673
5345,10024,6597,3281,1045,2269
5346,94016,1475,334,300,839
5347,22031,3046,1846,1010,188
5348,60007,6888,4380,1670,837
5349,10024,6379,2410,1479,2489
5350,94016,12078,6430,1909,3738
5351,22031,4100,1494,1031,1574
5352,22031,4531,1875,1246,1409
5353,10024,3601,1607,1452,541
5354,44101,8183,1877,1943,4362
5355,22031,3188,1807,517,862
5356,44101,10076,2346,5969,1759
5357,94016,6170,4463,215,1490
5358,60007,5186,831,1179,3175
5359,44101,9731,2665,4989,2075
5360,60007,1119,311,383,423
5361,60007,7031,59,287,6683
5362,22031,11569,5630,1511,4427
5363,44101,4943,1505,1852,1585
5364,94016,3504,853,1339,1310
5365,22031,12367,2900,6793,2672
5366,60007,2199,394,1211,593
5367,94016,1247,455,399,392
5368,10024,3895,1673,963,1258
5369,94016,7742,1286,1285,5169
5370,60007,3370,1307,1333,728
5371,10024,9700,5145,1421,3133
5372,60007,3119,1715,1372,30
5373,94016,7094,3452,2245,1396
5374,22031,10892,2545,2115,6230
5375,94016,2888,1110,1454,322
5376,44101,3961,1952,888,1120
5377,22031,10374,4197,543,5633
5378,94016,10455,2966,4650,2837
5379,60007,10311,3675,535,6099
5380,22031,3916,1277,1369,1269
5381,10024,7033,306,849,5876
5382,44101,8825,6402,575,1847
5383,44101,3719,1843,733,1142
5384,44101,3635,1459,1166,1008
5385,10024,12027,2177,1904,7945
5386,22031,1907,686,1068,152
5387,22031,11579,4814,1396,5367
5388,44101,7706,2586,2550,2568
5389,94016,2451,897,344,1208
5390,22031,10806,3541,5368,1896
5391,10024,7030,2030,2010,2988
5392,44101,11805,4573,2382,4849
5393,60007,6949,2284,2421,2242
5394,22031,6281,2773,2997,510
5395,44101,4273,2269,1382,620
5396,94016,9231,4607,3952,671
5397,60007,8684,1511,5611,1561
5398,10024,12236,3680,4231,4323
5399,60007,11050,4043,209,6797
5400,60007,9283,3677,2720,2884
5401,44101,6381,3114,2056,1209
5402,60007,10266,4589,907,4769
5403,22031,4634,1265,1491,1876
5404,22031,6280,3527,408,2344
5405,60007,7979,2504,4674,799
5406,44101,1319,644,147,526
5407,94016,11044,1496,1424,8123
5408,94016,7439,3300,2370,1767
5409,94016,7709,3043,852,3812
5410,60007,8188,113,3084,4990
5411,10024,7889,939,4090,2858
5412,94016,1677,435,276,964
5413,60007,6475,1735,2686,2052
5414,44101,3445,511,470,2463
5415,10024,5956,840,3008,2107
5416,94016,11409,639,6625,4143
5417,44101,5193,1060,1449,2682
5418,60007,1756,313,1260,181
5419,22031,1247,329,644,272
5420,60007,9240,19,4224,4996
5421,22031,1610,451,995,162
5422,10024,4827,3089,398,1338
5423,22031,5780,1772,1381,2626
5424,22031,5729,796,1214,3718
5425,22031,3933,2125,1335,471
5426,60007,11806,962,7483,3360
5427,44101,8831,2820,3744,2265
5428,44101,10003,3160,6492,350
5429,44101,11446,3087,6732,1626
5430,10024,9044,6408,645,1989
5431,10024,10685,4516,4038,2129
5432,44101,5913,2247,1862,1803
5433,44101,9709,4923,1812,2972
5434,44101,1273,497,355,420
5435,22031,5586,1868,1510,2207
5436,44101,1616,241,421,952
5437,94016,11071,3282,6154,1633
5438,10024,3508,1808,124,1575
5439,94016,1727,4,1043,679
5440,10024,5475,4055,717,701
5441,60007,11085,1979,5259,3846
5442,94016,1937,1005,870,60
5443,44101,9046,1218,2341,5485
5444,44101,10648,71,1777,8799
5445,60007,3283,2266,1,1015
5446,44101,9259,3875,1606,3777
5447,44101,10964,3029,3957,3976
5448,60007,8867,2945,937,4984
5449,10024,5084,2025,768,2289
5450,60007,7092,2306,1593,3192
5451,94016,9554,17,3473,6062
5452,10024,7613,3717,115,3779
5453,44101,8373,3216,3609,1546
5454,22031,7303,3325,1732,2244
5455,94016,4563,1887,675,2000
5456,94016,5308,588,2636,2082
5457,94016,1580,583,629,367
5458,94016,6141,1082,2966,2091
5459,94016,9527,4559,2632,2334
5460,94016,5779,1944,1658,2176
5461,44101,12312,4447,4728,3136
5462,10024,6075,1389,3813,871
5463,10024,4059,157,1577,2324
5464,94016,8469,3121,3414,1933
5465,94016,10764,4288,5908,566
5466,44101,9292,155,6354,2782
5467,44101,12005,5029,4696,2278
5468,44101,9990,3408,4055,2525
5469,22031,1869,984,122,762
5470,94016,1638,1075,546,15
5471,10024,7769,2372,2024,3371
5472,22031,8987,2671,3008,3306
5473,10024,8208,3443,704,4059
5474,60007,8193,2319,1914,3959
5475,10024,11336,2059,5575,3701
5476,44101,3161,383,1564,1212
5477,94016,2163,1440,135,587
5478,44101,6211,3278,2562,370
5479,44101,8879,2463,790,5624
5480,44101,9637,2596,5256,1783
5481,60007,9360,3848,3086,2425
5482,22031,2176,422,358,1395
5483,10024,6366,2754,827,2784
5484,22031,1404,809,182,411
5485,22031,7848,2878,2817,2152
5486,22031,7890,193,2771,4925
5487,60007,2100,387,1122,590
5488,10024,8205,279,3807,4117
5489,22031,5000,362,1529,3108
5490,10024,8591,945,1445,6199
5491,22031,9974,2753,3700,3520
5492,94016,11351,4270,3641,3439
5493,10024,5108,2512,645,1949
5494,94016,3726,1375,1771,579
5495,94016,4295,1419,1670,1204
5496,44101,12500,7386,1868,3245
5497,60007,12436,4031,5293,3111
5498,10024,11378,4917,4178,2281
5499,10024,7500,2014,2469,3016
5500,22031,5872,961,2967,1942
5501,94016,11996,5677,1612,4706
5502,10024,10914,2690,6761,1461
5503,94016,3182,490,1102,1589
5504,60007,6445,860,2108,3475
5505,44101,5855,2205,1427,2221
5506,94016,6233,1837,1420,2975
5507,60007,4041,732,387,2920
5508,10024,11398,5419,3249,2729
5509,44101,6718,861,1202,4653
5510,94016,10586,6372,3889,323
5511,60007,7676,2006,5067,602
5512,94016,2927,1304,324,1297
5513,10024,6861,1572,2563,2725
5514,60007,12454,4849,330,7274
5515,60007,4477,1113,258,3104
5516,60007,8423,3840,3927,654
5517,44101,1697,497,707,492
5518,44101,5789,2895,907,1985
5519,10024,8094,2197,5794,102
5520,60007,8395,4411,3466,516
5521,60007,2752,145,1540,1066
5522,10024,12301,3102,4879,4318
5523,22031,1615,776,819,19
5524,94016,10227,4608,3967,1650
5525,44101,2697,826,325,1545
5526,94016,5993,2042,2206,1744
5527,22031,9433,3578,178,5675
5528,44101,3676,1889,967,818
5529,10024,5542,1304,1857,2379
5530,94016,3123,668,989,1464
5531,44101,3295,1321,1888,84
5532,60007,8442,4399,2106,1935
5533,94016,11842,3768,5032,3040
5534,44101,8272,2583,4946,741
5535,44101,8785,977,4152,3654
5536,22031,5787,1972,2355,1458
5537,44101,7592,1682,1588,4320
5538,60007,3023,1306,1389,326
5539,44101,3250,962,1053,1233
5540,10024,7039,2584,2252,2202
5541,60007,2860,772,328,1759
5542,60007,5052,433,1874,2744
5543,44101,2948,1541,1019,386
5544,10024,9041,3837,3074,2128
5545,44101,8004,4214,3566,222
5546,94016,2825,283,1614,927
5547,94016,10482,3072,3498,3910
5548,10024,9993,3955,4621,1415
5549,60007,1011,370,418,221
5550,10024,2383,1351,932,98
5551,10024,1508,398,727,381
5552,10024,5182,1053,668,3459
5553,22031,8502,4301,1342,2857
5554,22031,10667,1558,3168,5939
5555,10024,10768,1723,6361,2682
5556,60007,3546,1786,777,982
5557,10024,9522,3431,2931,3159
5558,10024,3831,447,1648,1734
5559,60007,4000,990,1833,1175
5560,22031,4780,656,1934,2188
5561,10024,7283,1110,3364,2807
5562,60007,11085,1612,4320,5152
5563,10024,9037,1960,3691,3385
5564,10024,12035,2977,4052,5005
5565,44101,11266,5700,1404,4160
5566,22031,9667,4882,1803,2981
5567,10024,10561,3673,4307,2580
5568,10024,9407,2596,3436,3374
5569,44101,2226,325,155,1744
5570,10024,11901,2862,5068,3970
5571,10024,6627,1176,5025,425
5572,60007,12003,5880,3926,2196
5573,60007,10287,3799,1775,4712
5574,44101,10926,4276,5098,1550
5575,44101,4846,812,1274,2759
5576,22031,1500,866,359,274
5577,10024,7349,2838,2540,1969
5578,22031,5556,1598,1030,2927
5579,22031,9651,4726,2220,2704
5580,10024,5519,1594,1491,2432
5581,60007,2188,1117,597,473
5582,94016,10340,1885,5050,3404
5583,44101,11595,4414,3782,3398
5584,10024,3544,1069,749,1724
5585,44101,3496,288,923,2284
5586,60007,8268,1764,3769,2733
5587,10024,5490,603,2546,2339
5588,60007,8886,1268,6078,1539
5589,44101,11138,2433,5021,3682
5590,94016,2067,257,1092,717
5591,44101,9936,3608,3013,3314
5592,44101,5499,2340,2388,769
5593,60007,11820,5454,4840,1524
5594,10024,7946,4066,2481,1397
5595,10024,3232,1558,692,980
5596,94016,6241,2285,2254,1701
5597,60007,4990,1371,1215,2403
5598,10024,7836,1053,2484,4297
5599,94016,11045,4128,5170,1745
5600,44101,3303,305,1507,1490
5601,94016,12445,8728,1179,2536
5602,10024,11471,861,5966,4642
5603,10024,1986,705,476,803
5604,94016,7768,2890,3123,1754
5605,10024,8525,879,3540,4105
5606,94016,8312,2623,2719,2968
5607,60007,6232,957,414,4860
5608,10024,5996,2862,528,2604
5609,44101,1037,143,395,498
5610,44101,1916,728,536,650
5611,10024,7313,2262,1909,3140
5612,94016,2308,46,1265,996
5613,60007,7939,1283,1246,5408
5614,10024,5950,695,722,4532
5615,44101,1212,200,305,706
5616,60007,8313,2999,1630,3682
5617,22031,11842,1634,5896,4310
5618,44101,1872,987,597,286
5619,60007,7872,3404,2959,1508
5620,60007,6231,2006,3086,1138
5621,94016,3706,1683,874,1148
5622,60007,8188,3427,3982,778
5623,60007,11945,1202,5857,4884
5624,22031,11841,3577,2190,6073
5625,10024,11434,4372,3194,3867
5626,94016,2575,952,863,758
5627,22031,11583,4654,6472,455
5628,60007,8373,1834,3637,2900
5629,94016,6611,3359,1609,1642
5630,94016,6716,1821,2419,2475
5631,22031,2382,948,1045,388
5632,60007,10278,3402,3968,2907
5633,60007,10243,4961,173,5108
5634,10024,10421,2851,4067,3501
5635,10024,2724,379,1220,1123
5636,22031,6818,74,3789,2954
5637,94016,7715,2139,1976,3598
5638,10024,12369,4485,7518,365
5639,44101,10758,2116,4056,4585
5640,10024,6435,902,1573,3959
5641,94016,7629,3458,1461,2709
5642,22031,11437,4100,2820,4516
5643,60007,2528,1000,1032,494
5644,44101,6264,1936,2248,2078
5645,94016,6620,1148,3004,2467
5646,60007,12308,2633,6666,3008
5647,10024,4381,1983,1665,731
5648,44101,12461,4727,6738,994
5649,94016,6767,3989,2649,127
5650,94016,10049,3427,3209,3411
5651,94016,7818,3024,2606,2186
5652,10024,5050,1684,1755,1609
5653,44101,1371,387,411,572
5654,44101,12090,1830,5796,4462
5655,44101,5048,1146,3143,758
5656,44101,3649,145,2087,1416
5657,44101,5426,1309,3796,319
5658,94016,9777,6164,477,3135
5659,22031,1971,1326,417,226
5660,60007,5174,232,4157,784
5661,44101,9116,5435,3575,105
5662,22031,9837,3425,3392,3018
5663,10024,4238,3244,674,318
5664,22031,9035,3222,2115,3697
5665,94016,5233,1662,1976,1593
5666,94016,1271,229,428,612
5667,44101,8171,2683,2859,2627
5668,44101,2397,1164,563,669
5669,22031,3962,901,1553,1506
5670,10024,11779,4573,1720,5485
5671,10024,9326,3729,1925,3670
5672,22031,9008,3073,408,5525
5673,94016,1297,315,371,610
5674,44101,1214,313,511,389
5675,22031,11105,5579,5494,31
5676,10024,10200,1424,3913,4862
5677,10024,11668,7538,982,3147
5678,44101,4232,1606,463,2162
5679,22031,10763,3795,6175,791
5680,60007,4530,871,383,3275
5681,22031,1500,602,512,385
5682,44101,4354,2948,875,529
5683,94016,8842,2133,2785,3922
5684,44101,3509,1348,1291,868
5685,94016,4160,1589,1698,871
5686,22031,10866,6559,2648,1658
5687,60007,9458,2174,1276,6006
5688,44101,9946,1483,1794,6668
5689,44101,8272,2274,3019,2977
5690,44101,8426,2504,3003,2917
5691,44101,1149,391,555,202
5692,10024,9493,5254,1023,3214
5693,60007,10472,1592,1961,6918
5694,44101,9078,1212,2122,5743
5695,22031,1236,720,292,223
5696,10024,5244,1356,3338,549
5697,44101,1351,372,230,748
5698,94016,11846,350,4366,7128
5699,22031,4879,283,1622,2972
5700,60007,7580,4760,168,2651
5701,10024,3437,1486,1386,564
5702,10024,1139,480,426,231
5703,22031,5521,1838,1272,2410
5704,44101,12364,7370,4643,350
5705,44101,3251,2120,343,786
5706,44101,2568,440,822,1305
5707,22031,4619,1552,1077,1988
5708,44101,9161,4077,1998,3084
5709,10024,9204,1566,2913,4724
5710,60007,3709,1008,1274,1426
5711,60007,2864,834,1194,835
5712,22031,9684,4136,3377,2169
5713,44101,8512,1543,4897,2071
5714,60007,6053,2196,1331,2525
5715,60007,10851,860,4742,5247
5716,60007,2520,27,861,1630
5717,94016,1540,425,368,746
5718,44101,4751,291,4389,69
5719,60007,1631,757,342,530
5720,44101,11841,485,1589,9766
5721,22031,7496,2246,2985,2264
5722,44101,3325,1456,1066,802
5723,60007,5224,2137,1088,1997
5724,10024,1206,438,592,174
5725,10024,8787,5272,1247,2266
5726,44101,1203,607,528,67
5727,60007,9321,3717,3388,2215
5728,44101,1052,648,103,300
5729,44101,8327,4416,2579,1331
5730,94016,9835,462,8120,1251
5731,44101,3757,1995,47,1713
5732,60007,11052,3122,6059,1870
5733,94016,10929,4482,5264,1181
5734,10024,1486,615,604,266
5735,22031,6486,4826,883,775
5736,94016,8250,2735,4726,788
5737,22031,3426,477,2642,305
5738,44101,10018,2263,3327,4426
5739,60007,7349,7028,187,133
5740,10024,5383,3700,1270,411
5741,44101,6067,963,2981,2122
5742,10024,7690,728,1571,5390
5743,10024,11726,9866,512,1346
5744,22031,9474,3949,4235,1288
5745,94016,7010,2902,2657,1450
5746,44101,1275,286,683,304
5747,94016,4638,1098,1792,1747
5748,22031,10179,3933,2001,4244
5749,94016,5043,1992,1488,1561
5750,10024,11643,3162,2643,5837
5751,94016,2408,1457,663,286
5752,10024,1375,641,327,406
5753,22031,5048,1176,1662,2209
5754,60007,3857,1209,770,1876
5755,10024,4440,1367,1144,1927
5756,22031,1166,416,120,629
5757,44101,8876,489,6821,1565
5758,22031,1437,553,707,175
5759,60007,12224,4376,394,7453
5760,94016,7346,5615,874,856
5761,10024,6354,5177,859,317
5762,44101,7488,3030,2434,2022
5763,44101,5800,2480,2909,410
5764,10024,11263,3481,3656,4125
5765,94016,7735,4462,1493,1778
5766,60007,1980,663,482,833
5767,22031,2151,692,799,658
5768,44101,10050,4764,4677,608
5769,44101,9408,2594,4680,2132
5770,60007,10492,3540,4121,2829
5771,60007,10400,3448,2569,4382
5772,10024,3643,315,2227,1100
5773,44101,9839,4160,3331,2346
5774,60007,11271,5162,1303,4804
5775,94016,9388,3337,4757,1293
5776,60007,10123,3668,1602,4852
5777,44101,3654,2017,1404,231
5778,10024,11651,1219,4210,6221
5779,60007,1348,317,504,526
5780,44101,10191,1298,5026,3866
5781,10024,5111,1133,2299,1677
5782,10024,5830,2264,2843,721
5783,94016,10717,3406,3952,3358
5784,60007,11914,287,5516,6109
5785,10024,4552,1329,1318,1904
5786,44101,11305,2242,5087,3975
5787,94016,9747,1070,6050,2626
5788,22031,7557,745,2097,4714
5789,60007,10681,4924,4074,1682
5790,60007,5475,1880,2654,939
5791,44101,5863,1457,981,3424
5792,94016,2197,756,677,763
5793,44101,9972,3326,3868,2777
5794,22031,1578,936,270,370
5795,94016,6988,803,2547,3636
5796,94016,3192,1771,1408,12
5797,10024,7726,2817,2270,2637
5798,10024,4924,3566,1170,187
5799,44101,12036,4993,2804,4237
5800,60007,6511,1659,3494,1356
5801,60007,3741,2066,1621,53
5802,22031,9713,3816,3262,2633
5803,22031,8678,442,4104,4130
5804,94016,4312,954,1852,1504
5805,94016,7835,2108,5163,562
5806,10024,1057,213,440,402
5807,94016,9967,3980,5093,893
5808,10024,3250,3130,36,82
5809,94016,3973,1802,174,1996
5810,44101,9912,1565,5322,3024
5811,10024,10352,3865,4367,2119
5812,22031,2513,862,1002,648
5813,60007,9235,4928,396,3910
5814,22031,1634,620,302,710
5815,60007,6591,2651,2299,1640
5816,22031,1974,717,327,928
5817,44101,11504,3343,7915,244
5818,60007,12203,4708,4936,2558
5819,22031,12246,4539,3458,4247
5820,60007,10054,4418,3866,1768
5821,10024,9405,2791,2640,3973
5822,22031,11523,3317,5768,2436
5823,10024,3159,1852,727,578
5824,10024,1348,304,63,979
5825,94016,9958,4763,5071,123
5826,94016,3113,1104,963,1044
5827,10024,12373,2623,5599,4149
5828,60007,7463,2281,1882,3298
5829,60007,2365,813,475,1075
5830,10024,1120,308,405,406
5831,94016,1816,768,660,387
5832,60007,1472,72,555,843
5833,60007,2995,730,1491,772
